"BLOCK_ID","STRIPE_ID","ROW_START","ROW_END","NROWS","NCOLS","REVERSE_FILE","STREAM_FILE","STREAM_CELLS","MAX_GEOM_DELTA_CELLS","STATUS"
"BLOCK_001",1,1,256,256,25200,"index/reverse_stripes/reverse_00001.tif","index/stream_stripes/stream_00001.tif",29251,0,"EXISTS_VALID"
"BLOCK_001",2,257,512,256,25200,"index/reverse_stripes/reverse_00002.tif","index/stream_stripes/stream_00002.tif",33714,0,"EXISTS_VALID"
"BLOCK_001",3,513,768,256,25200,"index/reverse_stripes/reverse_00003.tif","index/stream_stripes/stream_00003.tif",30009,0,"EXISTS_VALID"
"BLOCK_001",4,769,1024,256,25200,"index/reverse_stripes/reverse_00004.tif","index/stream_stripes/stream_00004.tif",34250,0,"EXISTS_VALID"
"BLOCK_001",5,1025,1280,256,25200,"index/reverse_stripes/reverse_00005.tif","index/stream_stripes/stream_00005.tif",32670,0,"EXISTS_VALID"
"BLOCK_001",6,1281,1536,256,25200,"index/reverse_stripes/reverse_00006.tif","index/stream_stripes/stream_00006.tif",32420,0,"EXISTS_VALID"
"BLOCK_001",7,1537,1792,256,25200,"index/reverse_stripes/reverse_00007.tif","index/stream_stripes/stream_00007.tif",29280,0,"EXISTS_VALID"
"BLOCK_001",8,1793,2048,256,25200,"index/reverse_stripes/reverse_00008.tif","index/stream_stripes/stream_00008.tif",31455,0,"EXISTS_VALID"
"BLOCK_001",9,2049,2304,256,25200,"index/reverse_stripes/reverse_00009.tif","index/stream_stripes/stream_00009.tif",28001,0,"EXISTS_VALID"
"BLOCK_001",10,2305,2560,256,25200,"index/reverse_stripes/reverse_00010.tif","index/stream_stripes/stream_00010.tif",34632,0,"EXISTS_VALID"
"BLOCK_001",11,2561,2816,256,25200,"index/reverse_stripes/reverse_00011.tif","index/stream_stripes/stream_00011.tif",30472,0,"EXISTS_VALID"
"BLOCK_001",12,2817,3072,256,25200,"index/reverse_stripes/reverse_00012.tif","index/stream_stripes/stream_00012.tif",32221,0,"EXISTS_VALID"
"BLOCK_001",13,3073,3328,256,25200,"index/reverse_stripes/reverse_00013.tif","index/stream_stripes/stream_00013.tif",32897,0,"EXISTS_VALID"
"BLOCK_001",14,3329,3584,256,25200,"index/reverse_stripes/reverse_00014.tif","index/stream_stripes/stream_00014.tif",30116,0,"EXISTS_VALID"
"BLOCK_001",15,3585,3840,256,25200,"index/reverse_stripes/reverse_00015.tif","index/stream_stripes/stream_00015.tif",50170,0,"EXISTS_VALID"
"BLOCK_001",16,3841,4096,256,25200,"index/reverse_stripes/reverse_00016.tif","index/stream_stripes/stream_00016.tif",47390,0,"EXISTS_VALID"
"BLOCK_001",17,4097,4352,256,25200,"index/reverse_stripes/reverse_00017.tif","index/stream_stripes/stream_00017.tif",41872,0,"EXISTS_VALID"
"BLOCK_001",18,4353,4608,256,25200,"index/reverse_stripes/reverse_00018.tif","index/stream_stripes/stream_00018.tif",48685,0,"EXISTS_VALID"
