"BLOCK_ID","STRIPE_ID","SOURCE_FILE","SOURCE_SIZE","SOURCE_MTIME","FAST_FILE","FAST_SIZE","NROWS","NCOLS","NVALUES","STATUS"
"BLOCK_004",167,"reverse_00167.tif",2172188,"2026-08-23 11:52:41","reverse_00167.rds",11980944,256,46800,11980800,"REUSED"
"BLOCK_004",168,"reverse_00168.tif",2197312,"2026-08-23 11:52:43","reverse_00168.rds",11980944,256,46800,11980800,"REUSED"
"BLOCK_004",169,"reverse_00169.tif",2193350,"2026-08-23 11:52:45","reverse_00169.rds",11980944,256,46800,11980800,"REUSED"
"BLOCK_004",170,"reverse_00170.tif",2190360,"2026-08-23 11:52:48","reverse_00170.rds",11980944,256,46800,11980800,"REUSED"
"BLOCK_004",171,"reverse_00171.tif",2184410,"2026-08-23 11:52:51","reverse_00171.rds",11980944,256,46800,11980800,"REUSED"
"BLOCK_004",172,"reverse_00172.tif",2168336,"2026-08-23 11:52:53","reverse_00172.rds",11980944,256,46800,11980800,"REUSED"
"BLOCK_004",173,"reverse_00173.tif",2172008,"2026-08-23 11:52:56","reverse_00173.rds",11980944,256,46800,11980800,"REUSED"
"BLOCK_004",174,"reverse_00174.tif",2169150,"2026-08-23 11:52:58","reverse_00174.rds",11980944,256,46800,11980800,"REUSED"
"BLOCK_004",175,"reverse_00175.tif",2163842,"2026-08-23 11:53:01","reverse_00175.rds",11980944,256,46800,11980800,"REUSED"
"BLOCK_004",176,"reverse_00176.tif",2153216,"2026-08-23 11:53:03","reverse_00176.rds",11980944,256,46800,11980800,"REUSED"
"BLOCK_004",177,"reverse_00177.tif",2132152,"2026-08-23 11:53:06","reverse_00177.rds",11980944,256,46800,11980800,"REUSED"
"BLOCK_004",178,"reverse_00178.tif",2118568,"2026-08-23 11:53:08","reverse_00178.rds",11980944,256,46800,11980800,"REUSED"
"BLOCK_004",179,"reverse_00179.tif",2079444,"2026-08-23 11:53:10","reverse_00179.rds",11980944,256,46800,11980800,"REUSED"
"BLOCK_004",180,"reverse_00180.tif",2053046,"2026-08-23 11:53:13","reverse_00180.rds",11980944,256,46800,11980800,"REUSED"
"BLOCK_004",181,"reverse_00181.tif",2023316,"2026-08-23 11:53:16","reverse_00181.rds",11980944,256,46800,11980800,"REUSED"
"BLOCK_004",182,"reverse_00182.tif",2025182,"2026-08-23 11:53:18","reverse_00182.rds",11980944,256,46800,11980800,"REUSED"
"BLOCK_004",183,"reverse_00183.tif",1969302,"2026-08-23 11:53:21","reverse_00183.rds",11980944,256,46800,11980800,"REUSED"
"BLOCK_004",184,"reverse_00184.tif",1792828,"2026-08-23 11:53:23","reverse_00184.rds",11980944,256,46800,11980800,"REUSED"
"BLOCK_004",185,"reverse_00185.tif",1800690,"2026-08-23 11:53:26","reverse_00185.rds",11980944,256,46800,11980800,"REUSED"
"BLOCK_004",186,"reverse_00186.tif",1795292,"2026-08-23 11:53:29","reverse_00186.rds",11980944,256,46800,11980800,"REUSED"
"BLOCK_004",187,"reverse_00187.tif",1772730,"2026-08-23 11:53:31","reverse_00187.rds",11980944,256,46800,11980800,"REUSED"
"BLOCK_004",188,"reverse_00188.tif",1767852,"2026-08-23 11:53:33","reverse_00188.rds",11980944,256,46800,11980800,"REUSED"
"BLOCK_004",189,"reverse_00189.tif",1753560,"2026-08-23 11:53:36","reverse_00189.rds",11980944,256,46800,11980800,"REUSED"
"BLOCK_004",190,"reverse_00190.tif",1746540,"2026-08-23 11:53:38","reverse_00190.rds",11980944,256,46800,11980800,"REUSED"
"BLOCK_004",191,"reverse_00191.tif",1745784,"2026-08-23 11:53:41","reverse_00191.rds",11980944,256,46800,11980800,"REUSED"
"BLOCK_004",192,"reverse_00192.tif",1727262,"2026-08-23 11:53:43","reverse_00192.rds",11980944,256,46800,11980800,"REUSED"
